企業コード,業種,企業名,2018売上,2018営業利益,2018当期利益,2018基本的1株当たり当期利益,2019売上,2019営業利益,2019当期利益,2019基本的1株当たり当期利益,2020売上,2020営業利益,2020当期利益,2020基本的1株当たり当期利益,2021売上,2021営業利益,2021当期利益,2021基本的1株当たり当期利益,20201株当たりの当期純利益,2020PER,20201株当たりの純資産,2020PBR,2020ROA,2020ROE,2020自己資本比率,2020配当性向,2020営業CF,2020投資CF,2020財務CF,20211株当たりの当期純利益,2021PER,20211株当たりの純資産,2021PBR,2021ROA,2021ROE,2021自己資本比率,2021配当性向,2021営業CF,2021投資CF,2021財務CF,短信決算発表日,決算月,2020配当利回り,2021配当利回り,中間配当,期末配当,中間配当権利付き最終日,中間配当基準日,期末配当権利付き最終日,期末配当基準日,専門家予想,みんなの予想
6902,電気機器,デンソー,"5,108,291","412,676","343,444",410.45,"5,362,772","316,196","279,609",326.47,"5,153,476","61,078","84,622",87.89,"4,936,725","155,107","148,095",161.39,△109.05,,"2,683.24",,1.2,1.95,57.2,159.3,"595,320","△447,390","△240,948",52.71,,"3,099.30",,1.85,3.43,54.5,86.7,"437,235","△395,903","238,657",2021/4/28,3.0,3.05,2.79,80.0,70.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,9
6701,電気機器,NEC,"2,844,447","63,850","60,157",176.54,"2,913,446","58,465","52,450",154.75,"3,095,234","127,609","112,719",385.02,"2,994,023","153,759","161,866",557.18,149.6,,"2,771.40",,3.2,11.3,34.3,18.2,"261,863","△84,023","△91,747",612.27,,"3,408.74",,4.08,13.49,38.8,16.2,"274,907","△122,491","1,394",2021/5/12,3.0,1.6,1.63,50.0,50.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,2,8
6762,電気機器,TDK,"1,271,747","89,692","63,463",502.8,"1,381,806","107,823","82,205",651.02,"1,363,037","97,870","57,780",457,"1,479,008","111,535","79,430",528,△282,,"1,725",,2.97,6.71,25.0,39,"222,390",△41964,△121769,944,,"2,495",,3.3,8.59,29.0,29,"222,814",△231488,"29,193",2021/4/28,3.0,1.82,1.43,100.0,90.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,10
6857,電気機器,アドバンテス,"207,223","24,487","18,103",101.94,"282,456","64,662","56,993",302.35,"275,894","58,708","53,532",270,312789,"70,726","69,787",354,278,,"1,309",,15.05,24.89,70.0,30,"66,475",△38819,△17916,269,,"1,450",,16.51,27.27,69.0,33,"67,830",△16831,△30415,2021/4/27,3.0,1.85,1.78,50.0,80.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,5
7735,電気機器,スクリン,"339,368","42,725","28,507",608.62,"364,234","29,645","18,059",387.1,"323,249","12,561","5,010",107.37,"320,322","24,492","15,164",325.21,107.37,,"3,727.10",,1.44,2.84,50.0,27.9,"11,811","△11,293","4,927",325.21,,"4,475.17",,3.96,7.93,54.5,27.7,"57,205","△6,242","△27,071",2021/5/11,3.0,0.5,1.42,0.0,90.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,2
6758,電気機器,ソニー,"8,543,982","734,860","490,794",388.32,"8,665,687","894,235","916,271",723.41,"8,259,885","845,459","582,191",472,"8,999,360","971,865","1,171,776",952.29,316.74,,"2,207.21",,2.53,14.79,79.4,9.5,"1,349,745","△1,352,278","65,658",159.02,,"2,361.33",,3.74,19.06,78.0,5.8,"1,350,150","△1,781,516","666,967",2021/4/28,3.0,0.71,0.62,30.0,30.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,3
6981,電気機器,村田製,"1,371,842","163,254","146,086",228.62,"1,575,026","266,807","206,930",323.45,"1,534,045","253,247","183,012",286,"1,630,193","313,240","237,057",370.51,106,,940.38,,8.13,11.1,52.4,33.9,"350,334","△284,431","17,650",133.35,,974.49,,9.63,13.12,49.1,31,"373,571","△150,275","△118,189",2021/4/28,3.0,1.75,1.52,60.0,60.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,2
6976,電気機器,太陽誘電,"244,117","20,221","16,355",138.8,"274,349","35,237","23,687",189.93,"282,329","37,176","18,022",143.04,"300,920","40,766","28,615",227.99,12,,"1,083.60",,5.25,8.68,55.2,18.2,"52,434","△40,874","△4,851",117,,"1,171.02",,7.07,12.63,50.9,18,"52,882","△42,218","12,604",2021/5/13,3.0,0.99,1.0,40.0,25.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,7
8035,電気機器,東エレク,"1,130,728","281,172","204,371","1,245.48","1,278,240","310,571","248,228","1,513.58","1,127,286","237,292","185,206","1,170.57","1,399,102","320,685","242,941","242,941","1,121.95",,"3,018.59",,14.49,21.79,46.7,50.2,"253,117","15,951","△250,374","1,359.70",,"3,949.36",,17.04,26.52,59.4,50,"145,888","△18,274","△114,525",2021/4/30,3.0,2.93,2.48,643.0,421.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,3
6501,電気機器,日立,"9,368,614","714,630","490,918",375.93,"9,480,619","754,976","321,022",230.47,"8,767,263","661,883","127,246",90.71,"8,729,196","495,180","518,510",519.29,123.59,,"1,631.97",,0.88,2.73,39.4,104.8,"560,920","△525,826","2,837",729.77,,"2,318.50",,4.23,15.01,45.0,20.2,"793,128","△458,840","△184,838",2021/4/28,3.0,2.4,2.71,60.0,55.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,9
6971,電気機器,京セラ,"1,577,039","90,699","79,137",215.22,"1,623,710","94,823","103,210",284.94,"1,599,053","100,193","107,721",297.36,"1,526,897","70,644","90,214",248.91,244.2,,"5,561.83",,3.31,4.59,80.0,53.8,"214,630","△145,551","△157,126",257.34,,"5,860.98",,2.58,3.59,79.1,56.2,"220,821","△183,792","△80,968",2021/4/27,3.0,2.3,2.23,90.0,80.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,8
6723,電気機器,ルネサス,"779,255","101,856","102,107",61.2,"756,503","68,196","51,059",30.57,"718,243","6,263","△6,228",△3.73,"715,673","65,142","45,726",26.54,10.05,,286.02,,△0.38,△1.04,30.0,,"201,960","△742,162","500,466",27.6,,317.65,,2.84,7.37,33.8,,"223,889","△40,163","△104,470",2021/2/10,12.0,0.0,0.0,0.0,0.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,3
7752,電気機器,リコー,"2,063,363","△115,676","△129,639",△186.75,"2,013,228","86,839","55,377",68.32,"2,008,580","79,040","44,413",54.58,"1,682,069","△45,429","△32,664",△45.20,5.81,,636.38,,1.38,4.27,49.9,47.6,"116,701","△164,591","75,757",121.59,,737.31,,△1.73,△3.56,54.7,47.6,"126,962","△63,559","△4,085",2021/5/7,3.0,2.45,1.89,13.0,7.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,2
6503,電気機器,三菱電,"4,444,424","327,444","255,755",119.19,"4,519,921","290,477","226,648",105.65,"4,462,509","259,661","221,834",103.41,"4,191,433","230,195","193,132",90.03,74,,597.76,,5.03,9.19,44.7,38.7,"395,834","△203,997","△156,454",86.48,,680.76,,4.03,7.45,47.8,40,"542,119","△176,552","△157,352",2021/4/28,3.0,2.75,2.43,14.0,26.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,7
6752,電気機器,パナソニックHD,"7,982,164","380,539","252,027",101,"8,002,733","411,498","302,737",122,"7,490,601","293,751","240,038",96.76,"6,698,794","258,600","183,894",71,67,,650,,3.63,11.54,34.0,31,"430,303",△206096,"48,222",34,,662,,2.41,7.19,35.0,28,"504,038","176,596",△177704,2021/5/10,3.0,3.15,1.87,15.0,10.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,1
6702,電気機器,富士通,"4,098,379","182,489","177,255",825.32,"3,952,437","130,227","110,718",512.5,"3,857,797","211,483","160,326",791.2,"3,589,702","266,324","213,523","1,013.78",900.73,,"4,512.72",,5.02,13.49,46.5,22.8,"347,263","△114,206","△193,164",790.82,,"5,180.51",,6.35,15.06,52.8,19.7,"307,947","△71,561","△219,626",2021/4/28,3.0,1.97,1.47,110.0,100.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,8
6504,電気機器,富士電機,"893,451","55,962","37,763",264.34,"914,915","59,972","40,267",281.89,"900,604","42,515","28,793",201.57,"875,927","48,595","41,926",293.52,115.03,,"1,848.81",,2.89,8.01,36.4,39.7,"46,087","△27,621","16,917",151.16,,"1,989.37",,3.99,10.71,39.0,29,"26,931","23,477","△39,520",2021/4/27,3.0,2.39,2.48,45.0,45.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,2,9
6952,電気機器,カシオ,"314,790","29,568","19,563",79.42,"298,161","30,262","22,135",89.86,"280,750","29,064","17,588",72.23,"227,440","15,372","12,014",49.52,58.45,,691.08,,5.26,8.49,59.8,62.3,"33,047","△1,695","△24,915",34.49,,681.03,,3.62,5.8,62.1,90.9,"24,587","△3,116","△22,950",2021/5/13,3.0,2.71,2.48,22.5,22.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,1
6841,電気機器,横河電,"406,590","32,705","21,481",80.39,"403,711","34,594","28,446",106.54,"404,432","35,588","14,686",55.02,"374,206","31,599","19,219",72,16.29,,713.6,,3,5.1,67.7,61.8,"31,132","△18,182","4,583",△9.96,,685.8,,3.7,6.47,67.1,47.2,"32,842","△18,617","△17,105",2021/5/11,3.0,1.72,1.88,17.0,17.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,7
6770,電気機器,アルプスアルパイン,"858,317","71,907","47,390",241.91,"851,332","49,641","22,114",110.19,"810,570","26,795","△4,009",△19.53,"718,013","13,109","△3,837",△18.72,△71.90,,845.32,,△0.64,△1.16,52.6,△153.60,"87,210","△42,419","△31,601",△63.52,,770.93,,△0.55,△1.15,41.1,△106.83,"42,636","△41,165","14,515",2021/4/30,3.0,1.48,1.41,10.0,10.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,8
6753,電気機器,シャープ,"2,427,271","90,125","70,225",106.07,"2,400,072","84,140","74,226",116.8,"2,262,284","51,464","13,726",22.47,"2,425,910","83,112","53,263",87.2,47.62,,323.39,,0.76,4.59,13.2,80.1,"68,453","△128,249","4,560",△20.69,,93.08,,2.76,17.56,4.0,34.4,"204,642","△14,114","△76,724",2021/5/11,3.0,1.35,2.09,0.0,30.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,2
6479,電気機器,ミネベア,"881,413","68,902","50,563",119.61,"884,723","72,033","60,702",143.9,"978,445","58,647","46,923",111.11,"988,424","51,166","38,787",94.95,111,,942,,5.32,11.58,46.0,25.2,"86,486","△43,540","△28,758",95,,"1,063",,3.97,9.17,46.0,37.9,"93,763","△70,581","9,257",2021/5/7,3.0,1.46,1.73,18.0,22.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,9
6724,電気機器,エプソン,"1,102,116","65,003","41,764",118.78,"1,089,676","71,355","54,044",152.49,"1,043,600","39,479","7,823",22.26,"995,940","47,654","30,995",89.38,△49.63,,957.97,,0.74,1.48,48.8,278.5,"102,324","△76,131",△283,△3.74,,892.84,,2.66,5.86,42.1,69.4,"133,222","△57,448","23,150",2021/4/28,3.0,3.91,4.45,31.0,31.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,10
7751,電気機器,キャノン,"4,080,015","321,605","241,923",223,"3,951,937","342,952","252,755",234,"3,593,299","174,420","124,964",116.79,"3,160,243","110,547","83,318",79.37,84.27,,"1,276.73",,2.62,4.53,46.4,136.2,"358,461","△228,568","△232,590",40.81,,"1,171.59",,1.8,3.17,42.9,100.4,"333,805","△155,439","△183,449",2021/1/28,12.0,5.23,3.67,40.0,40.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,9,4
6594,電気機器,ニデック,"1,488,090","166,842","130,834",441.91,"1,518,320","138,620","110,798",375.83,"1,534,800","108,558","58,459",99.37,"1,618,064","160,011","121,977",208.25,52.74,,493.19,,2.75,6.01,24.4,57.9,"168,049","△311,513","128,546",70.98,,508.87,,5.41,11.94,22.8,28.8,"219,156","△100,568","△136,191",2021/4/22,3.0,0.79,0.59,30.0,30.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,6,4
6861,電気機器,キーエンス,526847,"292,890","210,595",1736.65,"587,095","317,868","226,147",1864.91,"551,843","277,631","198,124",817,"538,134","276,758","197,289",813,817,,"7,249",,10.79,11.84,95.8,18.4,203434,△222712,△24296,813.47,,7887.16,,9.82,10.75,95.2,24.6,192652,△177487,△48532,2021/4/28,3.0,0.43,0.41,100.0,100.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,8,5
6645,電気機器,オムロン,"859,982","86,254","63,159",296.85,"859,482","76,633","54,323",260.78,"677,980","54,760","74,895",365.26,"655,529","62,480","43,307",214.72,387.12,,"1,499.52",,9.88,14.48,59.4,23,"89,787","28,639","△29,430",91.74,,"1,482.20",,5.28,7.62,55.6,39.1,"93,831","△14,785","△20,352",2021/4/27,3.0,1.43,1.04,46.0,42.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,9
6506,電気機器,安川電,"448,523","54,126","39,749",149.35,"474,638","49,766","41,164",155.86,"410,957","24,198","15,742",59.42,"389,712","27,180","19,260",72.41,55.18,,426.61,,3.46,6.56,47.5,87.5,"21,480","△20,645",491,60.8,,458.23,,3.88,7.98,47.7,33.1,"39,602","△9,601","△20,284",2021/4/9,2.0,1.37,0.57,26.0,12.0,2021/8/28,2021/8/31,2021/2/25,2021/2/28,7,2
6954,電気機器,ファナック,"726,596","229,604","181,957",938.66,"635,568","163,297","154,163",795.34,"508,252","88,350","73,371",381.89,"551,287","112,514","94,012",490.11,284.69,,"5,654.25",,4.85,5.25,92.1,78.6,"144,872","△ 84,319","△ 140,726",367.28,,"5,819.40",,5.78,6.76,90.3,60,"117,996","△ 16,770","△ 53,132",2021/4/27,3.0,1.53,1.33,246.02,206.14,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,9
6674,電気電子,GSユアサ,"410,951","21,920","11,449",138.9,"413,089","22,654","13,524",164.74,"395,553","21,676","13,674",168.23,"386,511","24,810","11,455",141.91,88.58,,"1,576.23",,3.55,7.71,73.8,29.7,"33,119","△20,690","△10,245",88.06,,"1,628.18",,2.65,6.05,72.5,35.2,"35,817","△19,327","△7,018",2021/5/12,3.0,2.44,2.24,15.0,50.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,1
1332,水産,ニッスイ,"677,293","23,240","17,234",55.33,"712,111","21,685","15,379",49.41,"690,016","22,834","14,768",47.47,"656,491","18,079","14,452",46.45,17.47,,291.77,,3,9.86,26.3,17.9,"18,786","△29,446","25,942",29.63,,328.72,,3.03,8.92,30.9,20.5,"45,910","△18,023","△44,786",2021/5/13,3.0,1.33,2.03,6.0,5.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,3
1605,鉱業,INPEX,"933,701",357363,40362,27.64,"933,701",357363,"40,362",27.64,"1,000,005","498,641","123,550",84.61,"771,046","248,471","△111,699",△76.50,84.61,,"2,082.43",,2.55,4.09,62.7,35.5,"274,730","△288,740","△48,615",△76.50,,"1,874.08",,△2.41,△3.87,59.0,△31.37,"292,915","△417,189","126,747",2021/2/10,12.0,3.01,3.4,12.0,12.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,6,6
1801,建設,大成建,"1,585,497","181,859","126,788",561.36,"1,650,877","153,323","112,571",511.9,"1,751,330","167,755","122,087",573.14,"1,480,141","130,516","92,554",442.66,470.37,,"2,892.16",,6.46,16.6,36.6,22.7,"77,475","33,260","△66,647",374.33,,"3,252.88",,4.95,11.63,40.7,29.4,"67,494","△18,683","△37,342",2021/5/14,3.0,3.13,3.54,65.0,65.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,6,9
1812,建設,鹿島,"1,830,625","158,373","126,778",244.29,"1,974,269","142,622","109,839",211.67,"2,010,751","131,987","103,242",200.99,"1,907,176","127,298","98,522",193.13,155.72,,"1,096.69",,4.75,13.36,35.3,24.9,"53,061","△101,813","△10,866",162.06,,"1,261.00",,4.55,11.82,41.0,28,"153,097","△65,434","△39,110",2021/5/14,3.0,3.53,4.14,27.0,29.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,5
1925,建設,大和ハウス,"3,795,992","347,141","236,357",355.87,"4,143,505","372,195","237,439",357.29,"4,380,209","381,114","233,603",351.84,"4,126,769","357,121","195,076",297.18,295.93,,"2,049.19",,5.05,14.06,44.1,32.7,"149,651","△317,273","169,128",278.09,,"2,241.34",,3.86,10.95,44.2,39,"430,314","△389,980","102,731",2021/5/14,3.0,3.49,4.0,55.0,66.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,9
1803,建設,清水建,"1,519,435","21,373","84,978",108.31,"1,664,960","129,724","99,668",127.04,"1,698,292","133,894","98,977",128.31,"1,456,473","100,151","77,176",101.17,115.65,,811.5,,5.2,13.56,38.7,29.6,"170,557","△115,745","68,732",94.7,,912.13,,4.04,9.99,42.7,29.7,"80,674",△113954,"△42,710",2021/5/10,3.0,3.89,3.65,11.5,18.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,10
1802,建設,大林組,"1,900,655","137,800","92,662",129.09,"2,039,685","155,480","113,155",157.65,"2,073,043","152,871","113,093",157.59,"1,766,893","123,161","98,780",137.64,123.29,,914.31,,5.07,14.25,38.5,20.3,"237,628","△47,318","△49,397",113.2,,"1,042.38",,4.35,11.3,42.5,23.2,"24,803","△79,075","△8,483",2021/5/12,3.0,2.93,3.32,16.0,16.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,1,1
1721,建設,コムシスHD,380024,"30,347","20,390",178.64,"481,783","35,267","28,018",230.1,"560,882","38,953","25,994",202.97,"563,252","41,572","29,369",232.72,89.48,,"1,032.52",,5.78,8.58,83.0,37,"37,496","△9,919","△19,819",93.15,,"1,013.92",,6.13,9.25,77.1,36.5,"25,469","△8,861","△20,258",2021/5/14,3.0,2.56,2.76,45.0,45.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,4,6
1928,建設,積水ハウス,"2,159,363","195,540","133,224",193.06,"2,160,316","189,223","128,582",186.53,"2,415,186","205,256","141,256",205.79,"2,446,904","186,519","123,542",181.18,96.39,,"1,267.72",,5.36,11.54,54.8,39.4,"363,766","△65,229","△148,160",102.63,,"1,284.09",,4.7,9.53,54.6,46.4,"191,972","△95,504","△77,614",2021/3/4,1.0,4.07,4.22,43.0,39.0,2021/7/28,2021/7/31,2021/1/28,2021/1/31,10,10
1963,建設,日揮HD,722987,"21,495","16,589",65.75,"619,241","23,249","24,005",95.14,"480,809","20,234","4,117",16.32,"433,970","22,990","5,141",20.37,16.32,,"1,547.45",,0.61,1.03,58.2,73.5,"92,442",19364,△7699,20.37,,"1,652.19",,0.73,1.27,59.4,58.9,"12,467",△13520,196,2021/5/12,3.0,0.81,1.08,0.0,12.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,9,9
1808,建設,長谷工,"813,276","100,805","72,289",241.98,"890,981","98,430","87,391",293.87,"846,029","85,925","59,851",201.36,"809,438","72,909","48,258",168.62,226.06,,"1,135.35",,7.49,15.86,51.2,34.8,"△15,263","△37,222","△8,356",164.87,,"1,222.26",,5.06,12.34,42.7,41.5,"31,876","△35,772","66,799",2021/5/13,3.0,5.44,5.33,35.0,35.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,9
2801,食品,キッコーマン,"430,602","36,502","23,846",123.71,"453,565","38,417","25,992",135.39,"468,616","39,826","26,595",138.53,"468,119","42,613","28,828",150.17,42.62,,446.41,,6.87,9.89,39.4,30.3,"39,654","△29,229","△9,146",50.28,,458.68,,7.11,10.73,38.9,30,"55,136","△16,811","△13,179",2021/4/27,3.0,0.82,0.75,22.0,24.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,3
2282,食品,日本ハム,"1,258,463","45,830","37,724",352.26,"1,234,180","32,265","19,017",183.21,"1,229,826","43,772","18,933",186.7,"1,176,101","52,426","31,058",317.97,91.85,,"2,041.34",,2.5,4.77,40.4,48.2,"65,464","△36,728","△3,077",67.59,,"2,034.12",,3.95,7.78,40.6,29.6,"82,518","△57,827","△14,934",2021/5/10,3.0,2.04,2.12,0.0,94.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,7,6
2502,食品,アサヒ,"2,084,877","183,192","138,848",307.78,"2,120,291","211,772","150,938",329.8,"2,089,048","201,436","141,290",310.44,"2,027,762","135,167","92,584",196.52,310.44,,2462.07,,4.53,11.89,39.7,32.2,"253,469","△103,666","△158,841",196.52,,2993.7,,2.09,6.72,34.2,53.9,"275,859","△1,243,372","956,759",2021/2/12,12.0,2.02,2.67,54.0,55.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,7,7
2002,食品,日清製粉G,"540,094","27,200","21,339",71.47,"565,343","26,916","22,268",74.98,"712,180","28,852","22,407",75.4,"679,495","27,197","19,011",63.95,75.4,,"1,328.71",,3.36,5.61,59.3,45.1,"38,420","△96,844","8,337",63.95,,"1,456.37",,2.77,4.59,63.0,57.9,"49,506","△17,105","△31,264",2021/5/17,3.0,1.59,2.18,19.0,20.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,2
2501,食品,サッポロHD,536585,12806,6367,92.27,521856,10828,7721,109.4,"491,896","12,208","3,820",55.92,"434,723","△15,938","△16,605",△206.31,56.36,,"2,201.58",,0.68,2.6,41.9,75.1,"36,069","△24,930","△5,984",97.96,,"1,768.66",,△2.61,△9.92,35.6,△20.35,"16,466","△16,000","4,138",2021/2/10,12.0,1.68,2.03,0.0,42.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,1,9
2802,食品,味の素,"1,114,784","95,672","68,174",105.76,"1,127,483","92,635","39,004",53.62,"1,100,039","99,236","28,969",34.37,"1,071,453","113,136","66,280",108.36,15.49,,547.64,,1.39,3.28,30.8,93.1,"114,856","△66,651","△52,306",68.61,,590.55,,4.15,10.25,32.9,38.8,"165,650","△66,247","△60,387",2021/5/10,3.0,1.7,2.01,24.0,26.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,9
2269,食品,明治HD,"1,240,860","94,673","61,278",422.15,"1,254,380","98,383","61,868",426.61,"1,252,706","102,710","67,318",464.08,"1,191,765","106,061","65,655",452.52,145.69,,"1,807.60",,6.74,12.35,69.2,32.3,"114,103","△70,811","△30,287",154.07,,"1,834.08",,6.15,11.09,68.9,35.4,"123,683","△93,110","△28,293",2021/5/18,3.0,1.95,2.06,80.0,85.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,3,3
2531,食品,宝HLD,"268,142","15,612","11,029",54.97,"277,443","17,804","10,411",52.15,281191,"15,836","8,980",45,"278,443","21,595","10,574",53,45.11,,747,,3.16,6.07,52.1,44.3,11744,△3690,△11653,53.48,,793.53,,3.45,6.94,51.1,39.3,27100,△6738,△1506,2021/5/13,3.0,1.87,1.88,0.0,21.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,5,9
2503,食品,キリンHD,1863730,194609,266745,265.17,1930522,199327,195211,183.57,1941305,190754,81438,68,1849545,162115,99842,85.57,68,,1254.73,,2.47,6.58,37.6,94.1,178826,△175619,△9997,85.57,,1199.05,,2.92,8.24,34.1,76,164839,△115981,△52474,2021/2/15,12.0,2.98,3.11,32.5,32.5,2021/6/27,2021/6/30,2021/12/28,2021/12/31,7,2
2871,食品,ニチレイ,"568,032","29,897","19,097",142,"580,141","29,511","19,943",149.65,"584,858","31,035","19,609",147.16,"572,757","32,949","21,212",159.19,147.16,,"1,384.90",,5.03,10.85,47.3,28.5,"39,441","△24,300","△10,225",159.19,,"1,525.76",,5.23,10.94,50.1,31.4,"45,453","△32,213","△10,709",2021/5/11,3.0,1.62,1.73,25.0,28.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,10,3
2914,食品,JT,"2,139,653","561,101","396,749",219.1,"2,215,962","564,984","387,431",215.31,"2,175,626","502,355","361,622",195.97,"2,092,561","469,054","312,029",174.88,195.97,,1371.8,,6.27,13.16,48.0,78.6,"540,410","△123,571","△333,832",174.88,,1299.74,,5.77,11.97,46.9,88.1,"519,833","5,354","△297,404",2021/2/9,12.0,7.4,6.47,65.0,75.0,2021/6/27,2021/6/30,2021/12/28,2021/12/31,7,1
3401,繊維,帝人,"834,986","69,823","45,556",231,"888,589","60,000","45,057",232.39,"853,746","56,205","25,252",132,"836,512","54,931","△6,662",△34.70,148.5,,"1,333.56",,2.51,6.27,45.8,45.6,"94,214","△67,922","△8,059",△76.42,,"1,243.18",,△0.64,△1.66,42.7,△144.09,"107,729","△79,587","△20,878",2021/5/11,3.0,3.09,2.8,27.5,25.0,2021/9/27,2021/9/30,2021/3/28,2021/3/31,6,7
3402,繊維,東レ,"2,204,858","156,464","95,915",59.97,"2,388,848","141,469","79,373",49.61,"2,091,166","114,700","93,843",52.65,"1,883,600","55,879","47,339",28.61,0,,383.01,,3.08,7.5,41.4,30.4,"238,262","△142,875","△73,795",23.2,,409.73,,1.61,3.89,43.0,31.5,"211,591","△97,872","△69,403",2021/5/13,3.0,2.16,1.6,8.0,4.5,2021/9/27,2021/9/30,2021/3/28,2021/3/31,2,3
